nct_id,start_year,disease_area,phase,status,intervention_type,lead_sponsor,enrollment,duration_months,ai_designed,multinational,has_biomarker
NCT2013000775,2023,Diabetes/Metabolic,Phase 2,Completed,Drug,Biotech Startup,138,21,True,False,False
NCT2013000776,2017,Immunology/Autoimmune,Phase 1,Recruiting,Drug,Amgen,29,26,False,True,False
NCT2013000777,2022,Neurology,Phase 1,Completed,Drug,Roche,15,10,True,False,False
NCT2013000778,2021,Immunology/Autoimmune,Phase 1,Completed,Drug,Gilead,76,38,False,False,True
NCT2013000779,2018,Cardiovascular,Phase 3,"Active, not recruiting",Procedure,GSK,65,27,False,False,True
NCT2013000780,2023,Cardiovascular,Phase 1,"Active, not recruiting",Device,Novartis,30,15,False,True,False
NCT2013000781,2023,Cardiovascular,Phase 1,Completed,Device,Bayer,24,25,True,False,True
NCT2013000782,2013,Cardiovascular,Phase 1,Completed,Drug,Pfizer,32,6,False,True,True
NCT2013000783,2013,Neurology,Phase 3,Completed,Device,Gilead,675,26,False,False,True
NCT2013000784,2014,Mental Health,N/A,"Active, not recruiting",Drug,Sanofi,226,30,False,False,False
NCT2013000785,2021,Rare Disease,Phase 2,Completed,Drug,AstraZeneca,175,8,False,True,False
NCT2013000786,2015,Oncology,Phase 2,Recruiting,Drug,Bristol-Myers Squibb,87,16,False,False,False
NCT2013000787,2013,Oncology,Phase 3,Completed,Drug,Johnson & Johnson,2838,30,False,False,False
NCT2013000788,2017,Immunology/Autoimmune,N/A,Recruiting,Drug,Merck,252,11,True,True,False
NCT2013000789,2019,Respiratory,Phase 1,Recruiting,Biological,Eli Lilly,50,12,False,False,False
NCT2013000790,2018,Cardiovascular,N/A,Recruiting,Drug,Bristol-Myers Squibb,150,13,False,False,False
NCT2013000791,2024,Immunology/Autoimmune,Phase 2,Withdrawn,Drug,Eli Lilly,48,9,False,False,False
NCT2013000792,2013,Respiratory,Phase 1,Terminated,Drug,AbbVie,37,46,False,True,True
NCT2013000793,2017,Infectious Disease,Phase 1,Completed,Behavioral,Merck,9,14,False,False,False
NCT2013000794,2017,Diabetes/Metabolic,Phase 1,Terminated,Drug,AbbVie,20,15,False,True,False
NCT2013000795,2018,Oncology,Phase 3,Completed,Device,GSK,257,15,False,False,False
NCT2013000796,2015,Diabetes/Metabolic,Phase 3,Terminated,Drug,Pfizer,163,31,False,True,True
NCT2013000797,2017,Oncology,Phase 2,Completed,Other,AstraZeneca,54,28,False,False,True
NCT2013000798,2019,Respiratory,N/A,Withdrawn,Drug,University Hospital,264,10,False,True,False
NCT2013000799,2017,Other,Phase 3,Recruiting,Biological,Eli Lilly,2347,7,False,False,False
NCT2013000800,2017,Oncology,Phase 2,Recruiting,Drug,Merck,76,21,False,True,True
NCT2013000801,2017,Infectious Disease,Phase 2,Recruiting,Procedure,NIH,152,21,False,True,False
NCT2013000802,2022,Infectious Disease,Phase 2,Withdrawn,Biological,Roche,144,30,False,True,False
NCT2013000803,2022,Neurology,N/A,Completed,Drug,Amgen,329,45,False,False,True
NCT2013000804,2015,Neurology,Phase 2,Terminated,Biological,Sanofi,82,41,False,True,False
NCT2013000805,2013,Immunology/Autoimmune,Phase 1,Terminated,Other,Merck,54,12,False,True,True
NCT2013000806,2017,Neurology,Phase 3,"Active, not recruiting",Other,Novartis,1060,8,False,False,False
NCT2013000807,2021,Oncology,Phase 1,Terminated,Biological,Biotech Startup,10,28,False,False,True
NCT2013000808,2013,Neurology,Phase 2,Completed,Drug,Boehringer Ingelheim,61,13,False,True,True
NCT2013000809,2015,Infectious Disease,Phase 3,Completed,Procedure,Novartis,74,42,False,False,False
NCT2013000810,2016,Oncology,Phase 1,Terminated,Device,AbbVie,62,12,False,False,False
NCT2013000811,2013,Infectious Disease,Phase 3,Unknown,Drug,Academic Medical Center,178,16,True,True,True
NCT2013000812,2013,Mental Health,Phase 2,Completed,Drug,Pfizer,44,60,False,True,False
NCT2013000813,2020,Oncology,Phase 2,Recruiting,Other,Academic Medical Center,141,63,False,False,True
NCT2013000814,2014,Diabetes/Metabolic,Phase 1,Unknown,Device,Biotech Startup,31,12,False,True,False
NCT2013000815,2024,Oncology,Phase 2,Recruiting,Drug,Bayer,51,11,False,False,True
NCT2013000816,2020,Respiratory,Phase 1,"Active, not recruiting",Drug,Boehringer Ingelheim,71,13,False,False,False
NCT2013000817,2019,Oncology,Phase 2,"Active, not recruiting",Drug,Novartis,297,26,False,False,True
NCT2013000818,2022,Immunology/Autoimmune,Phase 2,Withdrawn,Biological,Eli Lilly,86,10,False,True,False
NCT2013000819,2022,Cardiovascular,Phase 4,Completed,Behavioral,GSK,22,27,False,False,False
NCT2013000820,2014,Oncology,Phase 1,Completed,Drug,AstraZeneca,30,26,False,False,False
NCT2013000821,2018,Respiratory,Phase 1,Unknown,Device,Biotech Startup,70,28,False,False,True
NCT2013000822,2018,Oncology,Phase 1,Completed,Drug,Biotech Startup,26,17,True,False,True
NCT2013000823,2015,Diabetes/Metabolic,Phase 4,Completed,Other,Regional Hospital,200,29,False,False,True
NCT2013000824,2023,Oncology,Phase 4,Unknown,Drug,Johnson & Johnson,250,8,False,False,False
NCT2013000825,2014,Cardiovascular,Phase 1,Recruiting,Drug,Sanofi,57,19,False,False,True
NCT2013000826,2024,Oncology,Phase 1,Completed,Biological,Gilead,34,15,False,False,False
NCT2013000827,2013,Cardiovascular,N/A,Withdrawn,Drug,Johnson & Johnson,246,35,False,True,False
NCT2013000828,2018,Neurology,Phase 2,Completed,Biological,AbbVie,358,28,False,False,True
NCT2013000829,2024,Immunology/Autoimmune,Phase 1,Terminated,Drug,Boehringer Ingelheim,26,11,False,True,True
NCT2013000830,2017,Cardiovascular,N/A,"Active, not recruiting",Drug,Merck,178,20,False,True,True
NCT2013000831,2023,Oncology,Phase 1,Completed,Biological,Novartis,19,19,False,True,True
NCT2013000832,2021,Immunology/Autoimmune,Phase 4,Recruiting,Behavioral,Amgen,103,22,False,False,True
NCT2013000833,2013,Oncology,Phase 2,Completed,Biological,Boehringer Ingelheim,60,19,False,True,False
NCT2013000834,2019,Respiratory,Phase 4,Terminated,Drug,Regional Hospital,768,10,False,False,True
NCT2013000835,2017,Oncology,Phase 2,Unknown,Behavioral,Boehringer Ingelheim,32,16,False,False,True
NCT2013000836,2017,Cardiovascular,Phase 4,Recruiting,Drug,Bayer,119,12,False,False,True
NCT2013000837,2014,Diabetes/Metabolic,Phase 1,"Active, not recruiting",Drug,Eli Lilly,105,11,False,False,False
NCT2013000838,2023,Oncology,Phase 3,"Active, not recruiting",Drug,Pfizer,384,20,False,True,False
NCT2013000839,2015,Oncology,Phase 3,Recruiting,Drug,Bristol-Myers Squibb,227,27,False,True,True
NCT2013000840,2019,Cardiovascular,Phase 3,Completed,Biological,Biotech Startup,483,20,False,False,True
NCT2013000841,2018,Diabetes/Metabolic,Phase 2,Withdrawn,Drug,Pfizer,108,14,False,False,False
NCT2013000842,2024,Cardiovascular,Phase 1,Terminated,Drug,NIH,34,8,False,False,True
NCT2013000843,2014,Oncology,Phase 3,Recruiting,Drug,Merck,535,8,False,True,False
NCT2013000844,2018,Oncology,N/A,Recruiting,Drug,Regional Hospital,287,18,True,False,False
NCT2013000845,2014,Cardiovascular,Phase 3,Completed,Drug,Eli Lilly,391,14,False,False,True
NCT2013000846,2014,Immunology/Autoimmune,Phase 4,Completed,Drug,Sanofi,1515,16,False,False,False
NCT2013000847,2014,Oncology,Phase 1,"Active, not recruiting",Drug,Bayer,29,12,True,True,False
NCT2013000848,2023,Immunology/Autoimmune,Phase 2,Unknown,Behavioral,Roche,66,18,False,True,False
NCT2013000849,2015,Cardiovascular,Phase 4,Withdrawn,Drug,Biotech Startup,196,18,False,False,False
NCT2013000850,2014,Oncology,Phase 2,Recruiting,Drug,Biotech Startup,149,12,True,True,True
NCT2013000851,2016,Rare Disease,Phase 2,"Active, not recruiting",Biological,Novartis,86,9,False,True,False
NCT2013000852,2021,Immunology/Autoimmune,Phase 1,Completed,Biological,Roche,11,12,False,False,False
NCT2013000853,2018,Neurology,Phase 2,Recruiting,Biological,Roche,92,29,False,False,True
NCT2013000854,2013,Infectious Disease,Phase 3,Unknown,Procedure,Biotech Startup,211,17,False,True,True
NCT2013000855,2020,Infectious Disease,Phase 3,Completed,Procedure,Bayer,1108,8,False,False,False
NCT2013000856,2024,Respiratory,Phase 1,Terminated,Device,Merck,74,20,False,False,True
NCT2013000857,2019,Infectious Disease,Phase 1,Completed,Device,Bayer,116,27,False,False,False
NCT2013000858,2022,Oncology,Phase 1,Withdrawn,Drug,Merck,20,15,False,False,True
NCT2013000859,2015,Cardiovascular,Phase 3,Unknown,Behavioral,Gilead,233,29,False,False,False
NCT2013000860,2013,Cardiovascular,Phase 1,Terminated,Behavioral,Bristol-Myers Squibb,121,11,False,True,False
NCT2013000861,2017,Neurology,Phase 1,Unknown,Drug,Merck,37,14,False,False,True
NCT2013000862,2016,Other,Phase 3,Completed,Device,Eli Lilly,644,24,False,False,False
NCT2013000863,2022,Cardiovascular,Phase 3,Completed,Biological,Bayer,109,17,False,False,False
NCT2013000864,2020,Cardiovascular,Phase 1,Terminated,Biological,Boehringer Ingelheim,17,7,False,False,True
NCT2013000865,2013,Oncology,Phase 3,Recruiting,Drug,Merck,99,15,False,False,True
NCT2013000866,2022,Cardiovascular,Phase 1,Completed,Drug,Johnson & Johnson,36,26,True,False,True
NCT2013000867,2013,Oncology,Phase 2,Completed,Drug,AbbVie,28,29,False,False,False
NCT2013000868,2024,Oncology,Phase 2,Completed,Biological,Bristol-Myers Squibb,326,21,False,False,False
NCT2013000869,2016,Diabetes/Metabolic,Phase 2,Recruiting,Biological,Regional Hospital,289,23,False,False,False
NCT2013000870,2020,Neurology,Phase 2,Completed,Drug,Boehringer Ingelheim,98,14,False,True,False
NCT2013000871,2017,Cardiovascular,Phase 3,Withdrawn,Behavioral,Merck,507,22,False,False,True
NCT2013000872,2014,Neurology,Phase 2,Completed,Behavioral,Bristol-Myers Squibb,260,25,False,True,False
NCT2013000873,2018,Neurology,Phase 1,Unknown,Biological,Amgen,53,25,False,True,True
NCT2013000874,2017,Other,Phase 4,Recruiting,Biological,Bayer,105,36,False,True,False
NCT2013000875,2014,Infectious Disease,Phase 3,Recruiting,Drug,Regional Hospital,545,15,False,False,False
NCT2013000876,2023,Oncology,Phase 1,"Active, not recruiting",Procedure,Sanofi,14,18,False,False,False
NCT2013000877,2023,Respiratory,Phase 3,Completed,Drug,Eli Lilly,439,34,False,False,False
NCT2013000878,2023,Cardiovascular,Phase 1,"Active, not recruiting",Procedure,Biotech Startup,25,11,False,False,False
NCT2013000879,2015,Respiratory,Phase 1,Completed,Drug,Eli Lilly,162,36,False,False,False
NCT2013000880,2021,Rare Disease,Phase 3,Recruiting,Other,Johnson & Johnson,599,8,True,False,False
NCT2013000881,2019,Immunology/Autoimmune,N/A,Terminated,Biological,Eli Lilly,231,22,False,False,False
NCT2013000882,2019,Oncology,Phase 2,Unknown,Drug,Boehringer Ingelheim,40,71,False,True,True
NCT2013000883,2023,Oncology,Phase 3,Completed,Device,Regional Hospital,241,14,False,True,True
NCT2013000884,2018,Cardiovascular,Phase 2,Recruiting,Drug,NIH,66,46,False,False,True
NCT2013000885,2020,Respiratory,N/A,Withdrawn,Drug,AbbVie,183,18,False,True,False
NCT2013000886,2016,Neurology,Phase 1,"Active, not recruiting",Drug,Boehringer Ingelheim,95,37,False,False,False
NCT2013000887,2020,Oncology,N/A,Recruiting,Procedure,Gilead,323,11,False,False,False
NCT2013000888,2016,Immunology/Autoimmune,Phase 1,Terminated,Biological,Eli Lilly,14,40,False,False,False
NCT2013000889,2020,Respiratory,Phase 1,Completed,Biological,GSK,25,16,False,False,False
NCT2013000890,2021,Infectious Disease,Phase 2,Recruiting,Biological,AstraZeneca,87,17,False,True,False
NCT2013000891,2015,Cardiovascular,Phase 2,"Active, not recruiting",Drug,NIH,83,20,False,False,True
NCT2013000892,2015,Diabetes/Metabolic,Phase 2,Recruiting,Drug,Johnson & Johnson,55,67,True,True,False
NCT2013000893,2023,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Drug,Johnson & Johnson,797,20,True,False,True
NCT2013000894,2014,Oncology,Phase 3,Completed,Drug,Sanofi,922,15,False,False,True
NCT2013000895,2022,Cardiovascular,Phase 2,Terminated,Biological,Amgen,75,15,False,True,False
NCT2013000896,2015,Diabetes/Metabolic,Phase 3,Completed,Drug,GSK,856,22,False,False,True
NCT2013000897,2015,Rare Disease,Phase 3,Terminated,Biological,Johnson & Johnson,279,20,False,False,True
NCT2013000898,2017,Rare Disease,Phase 2,"Active, not recruiting",Drug,Regional Hospital,94,25,False,False,True
NCT2013000899,2017,Rare Disease,Phase 1,Unknown,Drug,Bayer,38,34,False,False,False
NCT2013000900,2014,Oncology,Phase 2,Terminated,Biological,Biotech Startup,309,25,False,True,False
NCT2013000901,2024,Cardiovascular,Phase 1,Completed,Biological,Boehringer Ingelheim,36,45,False,False,True
NCT2013000902,2022,Mental Health,Phase 2,Completed,Drug,Eli Lilly,47,21,False,False,False
NCT2013000903,2018,Oncology,Phase 1,Terminated,Drug,Academic Medical Center,55,15,False,False,True
NCT2013000904,2017,Cardiovascular,Phase 1,Recruiting,Biological,NIH,25,17,False,False,True
NCT2013000905,2018,Oncology,Phase 2,Completed,Biological,Johnson & Johnson,200,17,False,False,True
NCT2013000906,2013,Oncology,Phase 1,"Active, not recruiting",Biological,Bristol-Myers Squibb,145,19,False,False,True
NCT2013000907,2017,Rare Disease,Phase 3,Terminated,Drug,Johnson & Johnson,1579,8,False,False,True
NCT2013000908,2021,Diabetes/Metabolic,Phase 4,Completed,Drug,Bristol-Myers Squibb,155,18,False,True,False
NCT2013000909,2024,Oncology,Phase 1,Unknown,Behavioral,Sanofi,21,28,False,False,False
NCT2013000910,2022,Cardiovascular,Phase 2,Unknown,Drug,Roche,25,85,False,False,True
NCT2013000911,2014,Neurology,Phase 2,Unknown,Device,GSK,207,30,False,False,False
NCT2013000912,2013,Oncology,Phase 4,Completed,Drug,Regional Hospital,37,12,False,False,False
NCT2013000913,2022,Cardiovascular,Phase 3,Unknown,Biological,Merck,965,19,False,False,True
NCT2013000914,2023,Mental Health,Phase 2,"Active, not recruiting",Behavioral,Gilead,71,18,False,False,False
NCT2013000915,2021,Rare Disease,N/A,"Active, not recruiting",Procedure,Eli Lilly,257,16,False,False,True
NCT2013000916,2022,Infectious Disease,Phase 4,Completed,Drug,Academic Medical Center,7,11,True,True,True
NCT2013000917,2021,Mental Health,Phase 2,"Active, not recruiting",Drug,Biotech Startup,163,27,False,False,False
NCT2013000918,2021,Diabetes/Metabolic,Phase 4,Completed,Drug,Sanofi,61,40,False,True,True
NCT2013000919,2018,Mental Health,Phase 3,Completed,Device,University Hospital,964,8,True,False,False
NCT2013000920,2020,Neurology,Phase 1,Completed,Procedure,Eli Lilly,35,7,True,True,False
NCT2013000921,2023,Immunology/Autoimmune,Phase 2,Withdrawn,Drug,Eli Lilly,57,16,False,False,True
NCT2013000922,2013,Infectious Disease,Phase 4,Withdrawn,Device,Pfizer,26,57,False,False,True
NCT2013000923,2022,Other,Phase 3,Completed,Behavioral,University Hospital,624,29,False,False,True
NCT2013000924,2016,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Drug,Pfizer,92,23,False,False,False
NCT2013000925,2013,Neurology,Phase 4,"Active, not recruiting",Drug,Eli Lilly,756,22,False,True,False
NCT2013000926,2020,Immunology/Autoimmune,Phase 3,Terminated,Drug,Bristol-Myers Squibb,165,6,False,False,True
NCT2013000927,2013,Other,Phase 2,Terminated,Other,Johnson & Johnson,110,27,False,True,False
NCT2013000928,2015,Immunology/Autoimmune,Phase 2,Completed,Biological,Eli Lilly,169,16,False,False,True
NCT2013000929,2016,Diabetes/Metabolic,N/A,Completed,Drug,Academic Medical Center,249,12,False,True,False
NCT2013000930,2020,Oncology,Phase 1,Terminated,Device,Biotech Startup,31,9,False,False,False
NCT2013000931,2018,Oncology,Phase 2,"Active, not recruiting",Procedure,NIH,92,21,False,False,False
NCT2013000932,2022,Infectious Disease,Phase 1,"Active, not recruiting",Drug,Johnson & Johnson,15,32,False,True,True
NCT2013000933,2024,Mental Health,Phase 3,Completed,Drug,Amgen,360,7,False,False,False
NCT2013000934,2019,Diabetes/Metabolic,Phase 3,"Active, not recruiting",Drug,Academic Medical Center,179,17,False,False,False
NCT2013000935,2020,Cardiovascular,Phase 2,Terminated,Procedure,Sanofi,54,19,False,False,False
NCT2013000936,2014,Infectious Disease,Phase 1,Completed,Biological,AstraZeneca,76,17,False,False,False
NCT2013000937,2022,Rare Disease,Phase 2,Completed,Drug,AstraZeneca,46,13,False,False,True
NCT2013000938,2023,Diabetes/Metabolic,Phase 2,Unknown,Procedure,Bristol-Myers Squibb,101,35,False,True,True
NCT2013000939,2020,Cardiovascular,Phase 4,"Active, not recruiting",Drug,AbbVie,57,12,False,False,True
NCT2013000940,2015,Oncology,N/A,Recruiting,Drug,Roche,74,15,False,True,False
NCT2013000941,2019,Oncology,Phase 3,Withdrawn,Drug,Regional Hospital,213,31,False,False,True
NCT2013000942,2015,Cardiovascular,Phase 2,Recruiting,Device,Pfizer,146,45,True,False,True
NCT2013000943,2019,Oncology,Phase 3,Recruiting,Drug,Pfizer,308,9,True,False,True
NCT2013000944,2023,Mental Health,Phase 3,Unknown,Device,Amgen,32,29,False,False,False
NCT2013000945,2024,Oncology,Phase 2,Unknown,Drug,Sanofi,32,24,True,False,True
NCT2013000946,2014,Infectious Disease,Phase 3,Completed,Drug,Regional Hospital,221,25,False,False,True
NCT2013000947,2022,Mental Health,Phase 2,Unknown,Drug,AstraZeneca,71,31,False,False,True
NCT2013000948,2018,Oncology,Phase 1,Completed,Procedure,University Hospital,71,24,False,False,False
NCT2013000949,2015,Diabetes/Metabolic,Phase 3,Recruiting,Other,Bristol-Myers Squibb,138,14,False,False,True
NCT2013000950,2015,Neurology,Phase 3,"Active, not recruiting",Drug,Johnson & Johnson,770,18,False,False,False
NCT2013000951,2021,Neurology,Phase 2,Completed,Behavioral,Biotech Startup,41,32,False,True,True
NCT2013000952,2019,Oncology,Phase 3,Terminated,Biological,Bristol-Myers Squibb,1135,25,False,True,False
NCT2013000953,2017,Infectious Disease,Phase 4,Completed,Biological,Bayer,478,17,False,True,True
NCT2013000954,2024,Cardiovascular,Phase 1,Unknown,Drug,University Hospital,29,12,False,False,True
NCT2013000955,2022,Cardiovascular,N/A,Completed,Biological,Pfizer,529,21,False,True,False
NCT2013000956,2019,Neurology,N/A,Recruiting,Procedure,Biotech Startup,561,18,False,True,False
NCT2013000957,2021,Immunology/Autoimmune,Phase 1,Unknown,Drug,Pfizer,20,4,False,True,False
NCT2013000958,2013,Oncology,Phase 1,Recruiting,Drug,Biotech Startup,36,19,False,True,True
NCT2013000959,2019,Oncology,Phase 2,Completed,Biological,Johnson & Johnson,216,11,False,True,True
NCT2013000960,2018,Oncology,N/A,"Active, not recruiting",Device,Bristol-Myers Squibb,855,15,False,False,True
NCT2013000961,2022,Cardiovascular,Phase 2,Completed,Drug,University Hospital,38,23,False,False,True
NCT2013000962,2024,Infectious Disease,Phase 2,Completed,Drug,Merck,105,41,False,True,False
NCT2013000963,2021,Immunology/Autoimmune,Phase 3,Unknown,Drug,Bristol-Myers Squibb,629,7,False,True,False
NCT2013000964,2013,Infectious Disease,Phase 4,Completed,Drug,AbbVie,612,14,False,False,True
NCT2013000965,2016,Respiratory,Phase 1,Completed,Behavioral,Boehringer Ingelheim,35,13,False,False,True
NCT2013000966,2021,Immunology/Autoimmune,Phase 4,Unknown,Drug,Boehringer Ingelheim,112,12,False,False,True
NCT2013000967,2016,Neurology,Phase 3,Recruiting,Other,Bayer,42,11,False,True,False
NCT2013000968,2022,Infectious Disease,Phase 3,Terminated,Behavioral,Roche,868,44,False,False,True
NCT2013000969,2015,Oncology,Phase 4,Completed,Drug,Roche,557,17,False,True,False
NCT2013000970,2021,Oncology,Phase 1,"Active, not recruiting",Procedure,Gilead,58,14,False,True,True
NCT2013000971,2014,Diabetes/Metabolic,Phase 4,Recruiting,Drug,NIH,361,39,False,False,False
NCT2013000972,2016,Respiratory,Phase 2,Recruiting,Drug,Johnson & Johnson,147,16,False,False,False
NCT2013000973,2018,Respiratory,N/A,Completed,Drug,Pfizer,91,36,False,False,True
NCT2013000974,2014,Oncology,Phase 1,Unknown,Drug,Boehringer Ingelheim,22,34,False,True,True
NCT2013000975,2020,Cardiovascular,Phase 1,Unknown,Procedure,AbbVie,9,18,False,True,True
